Pruned rate,MAE,Acc,Epoch No.,Model size through inference (MB) (Shared part + task-specific part),Shared part (MB),Task specific part (MB),Whole masks (MB),Task specific masks (MB),Task specific batch norm vars (MB),Task specific biases (MB)
0.00000,5.24819,0.07571,17,112.178,111.733,112.178,22.347,22.347,0.169,0.080
