Pruned rate,Acc Mean,Acc Std,Epoch No.,Model size through inference (MB) (Shared part + task-specific part),Shared part (MB),Task specific part (MB),Whole masks (MB),Task specific masks (MB),Task specific batch norm vars (MB),Task specific biases (MB)
0,0.9955,0.00342,0,89.636,89.386,89.576,0,0,0.169,0.08
