Pruned rate,Acc Mean,Acc Std,Epoch No.,Model size through inference (MB) (Shared part + task-specific part),Shared part (MB),Task specific part (MB),Whole masks (MB),Task specific masks (MB),Task specific batch norm vars (MB),Task specific biases (MB)
0,0.99667,0.00247,8,137.611,68.681,68.931,22.347,13.736,0.169,0.08
